date,vol,return,return_lag1,return_lag2,dist_to_ma5,macd_hist,bb_pb,bb_bandwidth,rsi,label,rolling_volatility
2025-09-29,0.14496,-0.07907627711686482,0.12964426877470347,-0.010946051602814588,0.0024375380865326868,0.04244122237905504,0.5071601485152858,0.13278371130628489,45.65217391304348,0,0.8362143690038495
2025-09-30,0.0471,-0.015197568389057725,-0.07907627711686482,0.12964426877470347,-0.015945330296127325,0.025125475395209068,0.3882286674207341,0.13161615868414084,45.040214477211805,1,0.8368852281386958
2025-10-01,0.06506999999999999,0.03317901234567899,-0.015197568389057725,-0.07907627711686482,0.007524454477050302,0.040929556417784264,0.6381650994903898,0.13125466261928137,52.61845386533668,0,0.8418449463788185
2025-10-02,0.04511,-0.023151605675877596,0.03317901234567899,-0.015197568389057725,-0.022129186602870776,0.029345669991537614,0.4822524844319638,0.11821572815810563,49.299065420560744,0,0.6029068038360244
2025-10-05,0.04244,-0.011467889908256867,-0.023151605675877596,0.03317901234567899,-0.013278388278388231,0.011346724122298174,0.4017597472583093,0.11519427910885785,48.61751152073731,0,0.543505066754681
2025-10-06,0.04225,-0.007733952049497228,-0.011467889908256867,-0.023151605675877596,-0.015953367080840608,-0.006564500529740891,0.35208900053075787,0.1147394677982617,49.06976744186046,1,0.5430512144748766
2025-10-07,0.049490000000000006,0.008573655494933607,-0.007733952049497228,-0.011467889908256867,-0.0072119073193187555,-0.010065136002847641,0.44149612196258486,0.11089475195066442,51.388888888888886,0,0.541367926000601
2025-10-08,0.01097,0.0,0.008573655494933607,-0.007733952049497228,-0.00030902348578487615,-0.011346986801102688,0.4541200867926473,0.10893825452216924,51.748251748251754,0,0.520299629948132
2025-10-12,0.01408,0.0,0.0,0.008573655494933607,0.0018581604211829195,-0.01114508753498171,0.4623583063090349,0.10836705594035773,52.235294117647065,0,0.5192788382234185
2025-10-13,0.01461,0.0,0.0,0.0,0.0017030500077410693,-0.009998384457767025,0.46932470084726785,0.10797037051683527,52.235294117647065,0,0.5192733664643082
2025-10-14,0.005019999999999999,0.0,0.0,0.0,0.0,-0.008296820385149763,0.4732296648942298,0.10794099635940442,52.235294117647065,0,0.5168689656566394
2025-10-15,0.01336,0.0,0.0,0.0,0.0,-0.006317768858514296,0.4721397447600416,0.10785450345067714,51.781472684085514,0,0.516285590956736
2025-10-16,0.00817,0.0,0.0,0.0,0.0,-0.004254139249598034,0.4676831142049216,0.10723611118455283,53.562653562653544,0,0.4981893327192926
2025-10-19,0.025480000000000003,-0.007727975270479082,0.0,0.0,-0.006191950464396134,-0.008617746949236942,0.39367629707517704,0.10681601371381001,21.343873517786548,1,0.48362601095180724
2025-10-20,0.02616,0.010124610591900396,-0.007727975270479082,0.0,0.0034039919542010466,-0.002083370684912593,0.4791879097956239,0.105350335240103,43.79084967320263,0,0.476814955601138
2025-10-21,0.01079,0.0,0.010124610591900396,-0.007727975270479082,0.0029384472626046154,0.002647560124586522,0.47073584712689504,0.10375296899423235,50.37593984962405,0,0.47570290155420786
2025-10-22,0.032850000000000004,-0.017733230531996935,0.0,0.010124610591900396,-0.011790257524045944,-0.008683973952115155,0.3009503861797558,0.10388360852560125,21.238938053097343,0,0.47734008675092104
2025-10-23,0.01794,0.0,-0.017733230531996935,0.0,-0.008714596949891074,-0.014791276885770963,0.3038947318190719,0.104483450712475,29.268292682926855,0,0.47647046659566206
2025-10-26,0.009210000000000001,0.0,0.0,-0.017733230531996935,-0.007169576059850247,-0.017270265725529282,0.29796504248500366,0.10309369211062264,35.8208955223881,0,0.47549987107896724
2025-10-27,0.014,0.0,0.0,0.0,-0.0035976849679337786,-0.017305782463038197,0.18707263203382224,0.04781028743229418,42.105263157894754,0,0.4754525148392527
2025-10-28,0.02478,-0.007064364207221341,0.0,0.0,-0.005659487501964988,-0.021512062743466787,0.08995440442098616,0.04874483423746864,23.636363636363754,0,0.47547743346679533
